Title,Link,Description,Tags
State Mountaineering Reward Scheme,https://www.myscheme.gov.in/schemes/smrsguj,"The scheme provides awards in the field of mountaineering is in place to enthusiastically engage and inspire the youth of the state towards risky and adventurous activities like summiting, mountaineering and rock climbing and to honour and commend the youth of the state.","Summiting, Mountaineering, Rock Climbing, Youth, Adventure"
State Reward to the Recipient of National Award,https://www.myscheme.gov.in/schemes/srrna,"The scheme ""State Reward to the Recipient of National Award"" has been designed by the Directorate of Art and Culture, Government of Goa as a token of appreciation in order to support and promote the local artists, who have received recognition at the National and International levels.","Award, Culture, Artist, Literature, Music, Dance"
Travel Grants To Goan Authors,https://www.myscheme.gov.in/schemes/tgga,"The objective of the scheme is to enable the Goan writers to come in close contact with the senior writers of a language-region other than their own within India to acquaint them with the writers and the people of that region, and to widen their awareness and sensibility about the country.","Travel, Grant, Author, Culture, Artist"
Trekking in Coastal Area for Scheduled Caste,https://www.myscheme.gov.in/schemes/tcasc,"The scheme ""Trekking in Coastal Area for Scheduled Caste"" by the Sports, Youth and Cultural Activities Dept., aims to promote cultural awareness and coastal resource understanding by organizing guided trekking tours for Scheduled Caste youths aged 15 to 35 across the coastal region of Sagarkantha.","Coastal Trekking, Ocean Industry"
Trekking in Forest Area (Scheduled Castes),https://www.myscheme.gov.in/schemes/tifa,"The scheme ""Trekking in Forest Area"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote love and awareness for nature among youth by organizing trekking programs in forest areas for selected young men and women.","Trekking, Forest Awareness, Wildlife Exposure, Eco Tourism, Scheduled Caste"
Trekking in Forest Area (Scheduled Tribes),https://www.myscheme.gov.in/schemes/tifast,"The scheme ""Trekking in Forest Area (Scheduled Tribes)"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to promote love and awareness for nature among youth by organizing trekking programs in forest areas for selected Scheduled Tribes young men and women.","Trekking, Forest Awareness, Wildlife Exposure, Eco Tourism, Scheduled Tribe"
Mizoram Sports Incentive Cash Award Scheme,https://www.myscheme.gov.in/schemes/msias,The scheme aims to provide lump sum cash awards and recognition to outstanding sports persons winning medals in national and international competitions.,"Sports Incentive, Cash Award, Medal Winner, Sportsperson"
Scheme For Award Of Senior/Junior Fellowships To Outstanding Persons In The Fields Of Culture,https://www.myscheme.gov.in/schemes/sasjfopfc,"The scheme “Scheme for Award of Senior/Junior Fellowships to Outstanding Persons in the Fields of Culture” was launched by the Ministry of Culture, Government of India.","Fellowship, Culture, Arts, Junior Fellows, Senior Fellows"
Award Of Scholarships To Young Artists In Different Cultural Fields,https://www.myscheme.gov.in/schemes/asyadcf,"This Scheme seeks to give assistance to young artistes of outstanding promise for advanced training within India in the field of Indian Classical Music, Indian Classical Dance, Theatre, Mime, Visual art, Folk, Traditional and Indigenous Arts and Light Classical Music.","Scholarship, Young Artists, Culture, Advanced Training, Music, Dance"
Scheme Of Financial Assistance For The Preservation And Development Of Cultural Heritage Of The Himalayas,https://www.myscheme.gov.in/schemes/sfapdchh,"The scheme “Scheme of Financial Assistance for the Preservation and Development of Cultural Heritage of the Himalayas” was launched by the Ministry of Culture, Government of India.","Culture, Heritage, Himalayas, Financial Assistance, Development"
Seva Bhoj Yojna,https://www.myscheme.gov.in/schemes/sby,"The scheme “Seva Bhoj Yojna” was launched by the Ministry of Culture, Government of India and it has been made operational with effect from the 1st of August, 2018. The scheme shall be applicable within the territorial jurisdiction of India and will remain open from the 1st to 15th of every month.","Seva, Bhoj, Charitable Institutions, Religious Institutions, Free Food, Prasad"
Financial Assistance for Tagore Cultural Complexes (TCC),https://www.myscheme.gov.in/schemes/faftcc,"This scheme promotes cultural activities across states and fosters unity while providing opportunities for creative expression and learning, especially for the youth.","Tagore, Music, Dance, Art And Culture"
Museum Grant Scheme,https://www.myscheme.gov.in/schemes/mgsch,"Under this scheme provide financial support for establishing new museums, upgrading and modernizing existing ones, promoting digitization of collections, and enhancing the skills of museum professionals across regional, state, and district levels.","Museums, Cultural, Artistlc, Art And Crafts"
