Title,Link,Description,Tags
Pension to Indigent Sportspersons of Odisha,https://www.myscheme.gov.in/schemes/piso,"The Scheme relating to ""Pension to Indigent Sportspersons of Odisha"" was launched by the Department of Sports & Youth Services Department, Government of Odisha to provide financial support to sportspersons of yesteryears who are living in indigent conditions.","Pension, Indigent, Sportspersons, Sports"
Personality Development and Yogasan Training Camp for Schedule Caste,https://www.myscheme.gov.in/schemes/pdytcsc,"The scheme ""Personality Development and Yogasan Training Camp for Schedule Caste Youth"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to promote the physical, mental, and spiritual development of Scheduled Caste youth through 7-day training camps.","Youth Development, Yoga Training, Personality Development, Physical Fitness"
Personality Development and Yogasana Training Camp (TASP),https://www.myscheme.gov.in/schemes/pdytcst,"The scheme ""Personality Development and Yogasana Training Camp (TASP)"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to enhance personality and promote physical, mental, and spiritual well-being through training for tribal youth by organizing seven-day camps.","Tribal Youth, Personality Development, Yogasana Training"
Mukhyamantri Kalakar Sahayata Yojana,https://www.myscheme.gov.in/schemes/mksyodisha,"Mukhyamantri Kalakar Sahayata Yojana is a scheme under the Odia Language, Literature & Culture Department, Government of Odisha aims to offer sustenance and assistance to elderly artists who, despite facing financial hardship, have consistently devoted themselves to enriching culture of the state.","Kalakar, Literature, Culture, Pension, Artist"
Nirmaan Shramik  ke Bachchon Hetu  Utkrasht Khel Protsaahan Yojana,https://www.myscheme.gov.in/schemes/nsbhuk,"Chhattisgarh State Government started a scheme ""Nirmaan Shramik  Ke Bachchon Hetu Utkrasht Khel Protsaahan Yojana"" for Construction worker on 23 May 2017.","Sports, Financial Assistance"
Nirman Shramik Antrashtriya Khel Pratiyogiyo Hetu Protsahan Yojana,https://www.myscheme.gov.in/schemes/nsakppy,"The purpose of the Nirman Shramik Antrashtriya Khel Pratiyogiyo Hetu Protsahan Yojana is to encourage people employed in Labour Department building, other construction works to participate in international sports by providing them incentives for participating and excelling in international sports.","Sports Scheme, International Sports, Construction Worker, Competition, Participation"
Observation Home and Special School,https://www.myscheme.gov.in/schemes/ohss,"“Observation Home and Special School"" was launched by the Dept of Social Welfare, Govt of Puducherry. The scheme aims to take care of the children who are juvenile delinquents by providing a home to them where their basic needs are taken care of including general and vocational education.","Children, Sports, School, Tour"
Scheme of Cash Incentive to Medal Winners in International Sports Events and their Coaches,https://www.myscheme.gov.in/schemes/itsp,"The objective of the scheme is to reward outstanding sportspersons for their achievements at the global level. It aims to simplify eligibility, improve the award process, motivate athletes to achieve higher, and inspire young people to take up sports.","Medal, Sports, Events, Awards"
"Scheme of Awarding Eklavya Award, Sardar Patel Award and Jaidipsinhji Awardj",https://www.myscheme.gov.in/schemes/saeaspjag,"The scheme ""Scheme of awarding Eklavya Award, Sardar Patel Award and Jaidipsinhji Award"" aims to encourage sporting excellence by providing financial awards to sportspersons for their achievements at the state, national, and international levels.","Sports Awards, Eklavya Award, Financial Incentive, Athlete Recognition"
Scheme of Awarding Porkizhi to the Indigent Kalaimamani Awardee Artists,https://www.myscheme.gov.in/schemes/soapttikaa,"""Scheme of Awarding Porkizhi to the Indigent Kalaimamani Awardee Artists"" was launched by the Art and Culture Department, Government of Tamil Nadu. The artists who have already received the Kalaimamani Award and who are presently in indigent circumstances are awarded ₹15,000/-.","Award, Indigent, Artist, Financial Assistance"
Scheme of Conferring ‘Kalaichemmal’ Awards,https://www.myscheme.gov.in/schemes/socka,"The ""Scheme of Conferring Kalaichemmal Awards"" was launched by the Art and Culture Department, Tamil Nadu. The scheme aims to encourage eminent artists in the field of paintings and sculptures in recognition of their meritorious service in the fields of Traditional Art and Contemporary Art..........","Award, Financial Assistance, Artist, Exhibition"
Scheme of Conferring ‘Kalaimamani’ Award,https://www.myscheme.gov.in/schemes/socka-tn,"The ""Scheme of Conferring ‘Kalaimamani’ Award - Tamil Nadu"" was launched by the Art & Culture Dept. Tamil Nadu. The awards felicitate the famous artists who are serving in a commendable manner in the fields of Eyal, Isai, Natakam, Natyam, Cinema, Isai Natakam, Folk arts, Television & related arts.","Award, Artists, Natyam, Drama"
Scheme of Encouragement to Young Artists,https://www.myscheme.gov.in/schemes/soetya,"""Scheme of Encouragement to Young Artists"" was launched by the Art and Culture Department, Tamil Nadu aims to give a chance to talented young artists to perform in four programs through the successfully running Voluntary Cultural Organization & grant given to the artiste for performing the programs.","Artist, Young, Financial Assistance, Remuneration, Culture"
Scheme of Extending Family Maintenance Grant to the Families of the Deceased Famous Artists,https://www.myscheme.gov.in/schemes/soefmgttfotdfa,"""Scheme of Extending Family Maintenance Grant to the Families of the Deceased Famous Artists"" was launched by the Art and Culture Department, Government of Tamil Nadu. The objective of the scheme is to provide a one-time maintenance grant of ₹25,000/- to the families of deceased famous artists.","Death, Artist, Financial Assistance, Family, Culture"
"Scheme of Extending Financial Assistance to Folk Artists, Troupes for the Purchase of Musical Instruments, Costumes",https://www.myscheme.gov.in/schemes/soefatfatftpomic,"""Scheme of Extending Financial Assistance to Folk Artists, Troupes for the Purchase of Musical Instruments, Costumes"" was launched by the Art and Culture Department, Government of Tamil Nadu. The scheme provides a sum of ₹2,000/- to individual folk artists & ₹6,000/- for cultural troupes.","Artist, Costume, Instrument, Financial Assistance, Music"
Scheme of Extending Financial Assistance to New Drama Productions,https://www.myscheme.gov.in/schemes/soefatndp,"""Scheme of Extending Financial Assistance to New Drama Productions"" aims to encourage the dance-drama art forms and the artists involved in such arts. The scheme provides grants of ₹20,000/- for the production and staging of new Tamil dance dramas based on Tamil arts, literature and culture.","Financial Assistance, Artist, Drama, Production, Troupes"
"Scheme of Financial Assistance for Cultural Organization for Holding Conference, Seminar, Symposium, Exhibition, Festival, Competition etc.",https://www.myscheme.gov.in/schemes/sfacohcssefc,"The Arts and Culture Department launched the ""Scheme of Financial Assistance for Cultural Organization for Holding Conference, Seminar, Symposium, Exhibition, Festival, Competition etc."" The scheme aims to provide annual grant to the institution/organization organizing a seminar, symposium.","Financial Assistance, Organization, Culture, Institution"
Scheme of Financial Assistance for Publication of Manuscripts/Research Journals,https://www.myscheme.gov.in/schemes/sfapmrj,"The ""Scheme of Financial Assistance for Publication of Manuscripts/Research Journals"" was launched by the Arts and Culture Department of Puducherry. The scheme aims to provide financial assistance for publishing manuscripts/research journals.","Financial Assistance, Culture, Journalist, Publication"
Scheme of Financial Assistance to Indigent Artists,https://www.myscheme.gov.in/schemes/sofatia,"The ""Scheme of Financial Assistance to Indigent Artists"" was launched by the Art and Culture Department, Government of Tamil Nadu. The scheme aims to provide financial assistance of ₹3,000/- to indigent artists are now in indigent circumstances and their dependents.","Indigent, Artist, Financial Assistance, Art"
Scheme of Financial Assistance to New Writers of Gujarati Language and Literature for Publishing Original Works of Creative and Fine Literature,https://www.myscheme.gov.in/schemes/sfanwgl,The scheme aims to financially support new writers in the Gujarati language who wish to publish original works of creative and literary merit.,"Gujarati Literature, Author, Book Printing Aid"
Scheme of Financial Assistance to Literary/Educational Institutions for Organizing Programs/Conferences,https://www.myscheme.gov.in/schemes/sfaleopc,"The scheme aims to encourage intellectual and cultural activities by providing financial support to institutions conducting seminars, workshops, symposiums, and literary programs.","Educational Conferences, Seminar, Sahitya Sammelan, Cultural Events"
Scheme of Financial Assistance for Dance and Drama Troupes/Associations,https://www.myscheme.gov.in/schemes/sfaddta,"The ""Scheme of Financial Assistance for Dance and Drama Troupes/Associations"" was launched by the Arts and Culture Department, Puducherry. The scheme aims to provide a grant for dance and drama troupes/associations.","Troupes, Financial Assistance, Grant, Associations, Artists"
Scheme of Grant-In-Aid for Conduct of Art Exhibitions: One-Man Shows,https://www.myscheme.gov.in/schemes/sogiafcoae-oms,"""Scheme of Grant-In-Aid for Conduct of Art Exhibitions: One-Man Shows"" was launched by the Art and Culture Department, Government of Tamil Nadu. The scheme aims to encourage talented artists in the field of painting, and sculpture by granting ₹25,000/- for conducting ""one-man show"" art exhibitions.","Exhibition, Financial Assistance, Artist, Grant"
Scheme of Grant-In-Aid for Conduct of Art Exhibitions: Group Shows,https://www.myscheme.gov.in/schemes/sogiafcoae-gs,"""Scheme of Grant-In-Aid for Conduct of Art Exhibitions: Group Shows"" was launched by the Art and Culture Dept, Govt of Tamil Nadu. The scheme encourages talented artists in the field of painting, and sculpture by granting a sum of ₹50,000/- to groups of five artists for conducting art exhibitions.","Financial Assistance, Artist, Exhibition, Grant"
Scheme of Pension for Eminent Sports Persons,https://www.myscheme.gov.in/schemes/spesp,"The scheme “Scheme of Pension for Eminent Sports Persons” was launched by the Department of Sports, Government of Punjab to provide pension to eminent veteran sportsmen who have excelled at International level during their youth and made the nation proud.","Pension, Eminent, Sports Person, Sports"
Scheme to Provide Financial Assistance for Translation of Scholarly Works,https://www.myscheme.gov.in/schemes/sfatsw,The scheme aims to encourage cultural exchange and literary development by providing financial assistance for translating high-quality literary and research works between Gujarati and other Indian languages.,"Book Translation Grant, Scholarly Works Support"
Scheme to Provide Financial Assistance for the Production and Publication of Excellent Original Children's Literature,https://www.myscheme.gov.in/schemes/stpfapcl,"The scheme aims to promote high-quality literary works for children by providing financial support to Gujarati authors for publishing original, unpublished children's books that contribute to cultural and moral development.","Child Literature, Kids Books, Book Publishing Aid"
Scheme to Provide Financial Assistance in the Form of Grant-In-Aid to Bhajani/ Choir/ Cultural Group/ Institutions for Purchase of Musical Instruments,https://www.myscheme.gov.in/schemes/spfafgiabccgipmi,The Scheme Provides Financial Assistance in the form of a Grant-In-Aid to Bhajani/ Choir/ Cultural Group/ Institutions for the Purchase of Musical Instruments. The Scheme is implemented by the Directorate of Art and Culture.,"Grant, Financial Assistance, Musical Instrument, Choir, Culture"
Scheme to Provide Financial Assistance to the Publishers for Publishing Books of Goan Authors,https://www.myscheme.gov.in/schemes/spfappbga,"""Scheme to Provide Financial Assistance to the Publishers for Publishing Books of Goan Authors""  by the Directorate of Art and Culture, Government of Goa, has been designed to promote Goan publishers to provide them with financial support for the publication of books.","Book, Publish, Culture, Financial Assistance"
Scheme to Provide Grant to the Institutions for Long Term Project in the Field of Art and Culture (Sarjansheel Goa),https://www.myscheme.gov.in/schemes/spiltpfacsg,"""Scheme to Provide Grant to the Institutions for Long Term Project in the Field of Art and Culture (Sarjansheel Goa)"" implemented by the by the Directorate of Art and Culture, provides financial support to the institutions/ individuals involved in long-term projects in the field Art & Culture.","Grant, Project, Culture"
Scheme to Provide Grant in Aid to Cultural Organization (Maintenance/ Regular Grants),https://www.myscheme.gov.in/schemes/spgiacomrg,"""Scheme to Provide Grant in Aid to Cultural Organization (Maintenance/ Regular Grants)"" by the Directorate of Art and Culture, Govt. of Goa, aims to provide financial support to voluntary Cultural Organizations in order to promote cultural activities and to create and develop cultural talent in Goa.","Grant, Reimbursement, Culture, Talent, Artist"
Scheme to Provide Special Financial Assistance for Organizing Cultural Events,https://www.myscheme.gov.in/schemes/spsfaoce,"""Scheme to Provide Special Financial Assistance for Organizing Cultural Events"" is a Grant-In-Aid to the NGOs designed to provide financial support to institutions, cultural groups and individuals to organize/conduct various types of Cultural Events/Programmes/ Exhibitions/Festivals/Workshops.","Exhibition, Event, Festival, Workshop, Grant, NGO"
Scheme to Provide Monthly Financial Assistance to Elderly and Eligible Writers,https://www.myscheme.gov.in/schemes/spmfaeew,The scheme aims to support senior writers facing financial hardship by offering monthly assistance to those who have made notable contributions to Gujarati or associated language literature.,"Elderly Writer, Literary Welfare, Assistance For Author"
"Scheme for Campaign, Seminar and Sports under Disability Sector",https://www.myscheme.gov.in/schemes/sfcssuds,The scheme aims to extend financial support for National & International Events organized by reputed organizations or an individual person with disabilities working for welfare of Persons with Disabilities.,"Person With Disabilities, PWD, Campaign, Seminar, Sports, Organizations"
Scheme for Giving Awards to Traditional Artists,https://www.myscheme.gov.in/schemes/sfgatta-sa,"Through the ""Scheme for Giving Awards to Traditional Artists"", awards are conferred to the participant artists whose works are adjudged outstanding among the entries at the State-level Traditional Art Exhibition conducted by the Kuzhu. The awarded works are put on display for public view.","Artist, Award, Painting, Financial Assistance, Exhibition"
Scheme for Giving Financial Assistance to the Legal Heirs of the Deceased Artist (Wife/Husband) on the Death of the Indigent Artist Who Was Receiving Financial Assistance,https://www.myscheme.gov.in/schemes/sfgfattlhotdawhotdotiawwrfs,"""Scheme for Giving Financial Assistance to the Legal Heirs of the Deceased Artist (Wife/Husband) on the Death of the Indigent Artist who was Receiving Financial Assistance"" was launched by the Art and Culture Dept, Govt of Tamil Nadu. ₹3,000/- is given to the eligible legal heir of the deceased.","Financial Assistance, Artist, Death, Heir, Crisis"
Scheme for Providing (Golden Jubilee) One Time Grant-In-Aid in Memory of Blessed Mother Tereza,https://www.myscheme.gov.in/schemes/spgjotgiambmt,"The scheme aims to protect and support the thousands of children living in slums and on the streets of Goa, also orphans and runaways escaping poverty, neglect or abuse. These children are often at great risk from malnutrition, illness and neglect, and need a helping hand in healthcare, shelter etc.","Shelter, Grant, Orphan, Destitute, Malnutrition, Disability, NGO"
Scheme for Providing Incentives to Coaches of Athletes who have Won Competitions at the National and International Levels,https://www.myscheme.gov.in/schemes/tspicacnil,"The scheme aims to honour coaches who have significantly contributed to the success of athletes in the field of sports. Under this scheme, financial incentives are provided to coaches of athletes who have won competitions at national and international levels.","Incentive, Coach, Athlete, Sports"
Scheme for Upliftment of Utsavi Rangabhumi of Goa,https://www.myscheme.gov.in/schemes/suurg,The “Scheme for Upliftment of Utsavi Rangabhumi of Goa” has been designed with the objective of encouraging the festival theatre of Goa which is known as “Gomantakiya Utsavi Rangabhumi”. This form of theatre has an illustrious tradition of presenting plays during festivals in the villages.,"Theatre, Festival, Musical, Village, Artist"
Sarna /Jahersthan/Hadgadi & Masna Protection and Development Scheme,https://www.myscheme.gov.in/schemes/sjhmpds,"The ""Sarna / Jahersthan / Hadgadi & Masna Protection and Development"" scheme by the Department of Scheduled Tribes, Scheduled Castes, Minorities, & Backward Classes Welfare, Government of Jharkhand, aims to preserve & develop sacred tribal sites. The scheme facilitates fencing, infrastructure.......","Tribal Culture, Infrastructure, Development"
Scheme For Arjuna Awards For Outstanding Performance In Sports And Games,https://www.myscheme.gov.in/schemes/saaopsg,"The objective of Arjuna Awards is to recognize outstanding achievements of sportspersons in the field of sports at the international level. To be eligible for the award, a sportsperson should have good performance consistently for the previous four years at the international level.","Sports, Award"
Scheme For Award Of Senior/Junior Fellowships To Outstanding Persons In The Fields Of Culture,https://www.myscheme.gov.in/schemes/sasjfopfc,"The scheme “Scheme for Award of Senior/Junior Fellowships to Outstanding Persons in the Fields of Culture” was launched by the Ministry of Culture, Government of India.","Fellowship, Culture, Arts, Junior Fellows, Senior Fellows"
Scheme For Financial Assistance For Veteran Artists,https://www.myscheme.gov.in/schemes/sfava,"A pension scheme by MoC improves the financial and socio-economic status of the old artists and scholars who have contributed significantly in their specialized fields. Still, due to old age, they have to lead a miserable life or are in penury condition.","Artists, Pension, Veteran, Culture, Senior Citizen, Financial Assistance"
Scheme Of Financial Assistance For The Preservation And Development Of Cultural Heritage Of The Himalayas,https://www.myscheme.gov.in/schemes/sfapdchh,"The scheme “Scheme of Financial Assistance for the Preservation and Development of Cultural Heritage of the Himalayas” was launched by the Ministry of Culture, Government of India.","Culture, Heritage, Himalayas, Financial Assistance, Development"
Scheme To Provide Assistance To Students Seeking Education Outside Goa In Any Field Of Art And Culture,https://www.myscheme.gov.in/schemes/spasseogfac,The scheme aims to encourage young talents in Goa to achieve the highest possible standard in fields of Art and Culture by providing financial support for training outside the State. Assistance is provided to eligible students for basic or advanced education in art.,"Student, Art, Culture, Education, Scholarship, Training"
Supply of Sarees and Dhoties to Differently Abled Persons,https://www.myscheme.gov.in/schemes/ssddap-pudu,"In this scheme, free dhothies and sarees or equivalent Direct Benefit Transfer are provided to the differently abled persons who are benefited under the monthly financial assistance schemes in lieu of Diwali / Pongal / local regional festivals.","Clothes, Disability, PwD, Social Welfare"
Tagore National Scholarship for Cultural Research,https://www.myscheme.gov.in/schemes/tnscr,"The Scheme has been introduced to invigorate and revitalize the various institutions under the Ministry of Culture and other identified cultural institutions in the country, by encouraging Scholars/academicians to affiliate themselves with these institutions to work on projects of mutual interest.","Tagore, Scholarship, Cultural Research, Culture, Scholar"
Tagore National Fellowship for Cultural Research,https://www.myscheme.gov.in/schemes/tnfcr,"The Scheme has been introduced to invigorate and revitalize the various institutions under the Ministry of Culture and other identified cultural institutions in the country, by encouraging Fellows/academicians to affiliate themselves with these institutions to work on projects of mutual interest.","Tagore, Fellowship, Research, Cultural, Fellow"
Taluka Level Personality Development and Yogasan Training Camp for Scheduled Caste,https://www.myscheme.gov.in/schemes/tlpdytc,"The scheme ""Taluka Level Personality Development and Yogasan Training Camp for Scheduled Caste"" aims to provide personality development and Yogasana training to Scheduled Caste youths through free residential training camps held at the taluka level across the state.","Scheduled Caste, Personality Development, Yoga Training, Physical And Mental Health"
Tanariri Music Awards Festival and Awards (National Level),https://www.myscheme.gov.in/schemes/tmafa,"The scheme ""Tanariri Music Awards Festival and Awards (National Level)"" aims to promote and honor women’s contributions to Indian classical music by recognizing two outstanding female artistes with a cash award of ₹5,00,000, a shawl, and a certificate at a national-level event.","National Music Award, Cultural Recognition, Female"
Team Production Award,https://www.myscheme.gov.in/schemes/tpa,"The ""Team Production Award"" scheme was launched by the Handlooms, Handicrafts, Textiles, & Khadi Department, Government of Tamil Nadu. This award is being given to artisans for handicraft items to be made by a team. This award will be given to 3 groups every year with a cash prize etc.....","Award, Prize, Group, Production, Handicraft"
Utility Based Handicrafts Award,https://www.myscheme.gov.in/schemes/ubha,"The ""Utility Based Handicrafts Award"" scheme was launched by the Handlooms, Handicrafts, Textiles, and Khadi Department, Government of Tamil Nadu. The scheme aims to encourage artisans to produce utility based handicrafts. This award will be given to 3 artisans. This award consists of a cash prize..","Award, Artisans, Handicrafts, Prize, Manufacturer"
Uttarakhand Rajya Shilp Ratna Puraskar,https://www.myscheme.gov.in/schemes/ukrsrp,"The scheme aims to honor exceptionally skilled artisans of the state for their outstanding contributions to the traditional craft sector. This annual award celebrates heritage, promotes excellence, and supports artisans whose expertise has preserved and enriched cultural craftsmanship.","Ratna Award, Shilp, Artisan, Traditional Crafts, Craftsperson"
Visit to Old/Sick Artistes,https://www.myscheme.gov.in/schemes/vosa,The scheme aims to make our younger generation aware of the contribution and sacrifices of Tiatr artistes of yesteryears. TAG has formulated this scheme so that occasional visits to these veteran artistes will make them feel that TAG cares for them during their old age.,"Artist, Culture, Social Welfare, Financial Assistance, Allowance"
Youth Engagement through Empowered Youth Organisations (YESS),https://www.myscheme.gov.in/schemes/yeteyoyess,"The objective of this scheme is to empower young people and youth organisations by providing financial support for development activities. It aims to encourage youth participation in community service, sports, cultural events, and leadership initiatives across Meghalaya.","Youth, Empowerment, National Events, Youth Clubs"
Young Achievers Awards,https://www.myscheme.gov.in/schemes/yaa,"The scheme aims to recognize young talented artistes who have contributed and continue to work for the development of tiatr, its song and music, and have enriched Konkani Tiatr and Song through All India Radio, Doordarshan and other platforms at national and international levels.","Artist, Youth, Award, Culture, Achievement"
Youth Art Training Fellowship Scheme,https://www.myscheme.gov.in/schemes/yatfs,The scheme aims to encourage youth in arts by providing a monthly fellowship and professional training through government institutions.,"Fellowship, Training, Skill Development, Youth, Financial Assistance"
Yuva Srujan Puraskar (Navsarjan Chetana Puraskar),https://www.myscheme.gov.in/schemes/yspncp,"The scheme ""Yuva Srujan Puraskar (Navsarjan Chetana Puraskar)"" is designed to honour the young Goan individuals who have excelled in the field of Art and culture in Goa. The scheme intends to give recognition to young artists par excellence for their outstanding achievements.","Artist, Culture, Award, Achievement, Financial Assistance"
Scholarship to Undergo Advanced Training in the Field of Art,https://www.myscheme.gov.in/schemes/suatfa,"The objective of the scheme is to provide facilities to Goan talented students to undergo advanced training in the field of various disciplines of Art, i.e. Indian Classical Music and Dance, Drama, Western Music, Folk Art, Puppetry, Painting, Sculpture, etc.. Scholarship of ₹3,000/- per month.","Training, Scholarship, Artist, Culture, Music, Dance, Drama"
Scholarships and Stipends,https://www.myscheme.gov.in/schemes/sasgj,"The scheme ""Scholarships and Stipends"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to encourage and support national-level athletes by providing scholarships to medal winners and stipends to participants.","Sports Stipend, Scholarship, Medal Winners, Athletes"
Seva Bhoj Yojna,https://www.myscheme.gov.in/schemes/sby,"The scheme “Seva Bhoj Yojna” was launched by the Ministry of Culture, Government of India and it has been made operational with effect from the 1st of August, 2018. The scheme shall be applicable within the territorial jurisdiction of India and will remain open from the 1st to 15th of every month.","Seva, Bhoj, Charitable Institutions, Religious Institutions, Free Food, Prasad"
Sharodotsav Pandit Nandan Mehta: Plan for Conducting Classical Music Competition and Ceremony,https://www.myscheme.gov.in/schemes/spnmcmc,"The scheme ""Sharodotsav Pandit Nandan Mehta: Plan for Conducting Classical Music Competition and Ceremony"" aims to promote classical music and percussion by organizing a state-level competition and award ceremony on the death anniversary of Pt. Nandan Mehta, through the provision of cash prizes.","Classical Music Competition, Music Award, Cultural Program"
Shaktidoot Scheme,https://www.myscheme.gov.in/schemes/ssg,"The ""Shaktidoot Scheme"", an initiative by the Gujarat Government in 2006, supports talented sportspersons in achieving excellence at national and international levels by providing need-based sports facilities and financial assistance.","Sports Excellence, Sports Training, Sports Nutrition, Athlete Financial Aid"
Shooting Permission Certificate,https://www.myscheme.gov.in/schemes/spc,"The scheme aims to simplify the process of granting official permission for film shooting in Uttarakhand through a single-window online system, ensuring timely approvals and promoting the state as a film-friendly destination.","Shooting, Film, Film Producer"
Shreshtam Scheme For Ensuring Participation Of PwDs In Arts & Sports,https://www.myscheme.gov.in/schemes/sseppas,"The scheme “Shreshtam Scheme for Ensuring Participation of PwDs in Arts & Sports” was launched by the Department of Social Justice, Government of Kerala.","PwD, Arts, Sports, Disability, Talent, Championship, Financial Assistance"
Silpi Pension Scheme - Assam,https://www.myscheme.gov.in/schemes/sps-assam,Silpi Pension Scheme is a Welfare Scheme provided by the Government of Assam to support the Artists of Assam. Those artists and families who have made outstanding contributions in the field of Art and Culture of Assam will be given financial aid and Pension.,"Pension, Artist, Financial Assistance, Divyang, Art And Culture"
Sindhu Darshan Scheme,https://www.myscheme.gov.in/schemes/sdd,"The scheme aims to provide financial assistance of ₹15,000/- to pilgrims from Gujarat undertaking the Sindhu Darshan Yatra in Leh-Ladakh, fostering national unity. Intended beneficiaries include native Gujaratis who complete the yatra and apply within 60 days.","Culture, Pilgrim, Heritage, Pilgrimage, Travel, Tourism"
Solo Drama Competition,https://www.myscheme.gov.in/schemes/sdc,The scheme aims to promote solo theatrical performances and encourage talent in the field of drama across Gujarat. A state-level solo drama competition is organized with cash prizes awarded to winners and special category performers.,"Drama, Competition, Artist, Theatre, Award, Prize"
Sports Scholarship (UG) - Uttarakhand,https://www.myscheme.gov.in/schemes/khelchhatravritiuk,The scheme aims to provide monthly financial assistance of ₹800/- in the form of scholarships to undergraduate students who excel in sports.,"Scholarship, Sports, Students, Undergraduate"
Tenzing Norgay National Adventure Award,https://www.myscheme.gov.in/schemes/tnnaa,"MYAS confers the Tenzing Norgay National Adventure Award in order to recognize the achievements of persons associated with the field of adventure and to encourage young people to develop the spirit of endurance, risk-taking, cooperative teamwork, and quick, ready, and effective reflexes.","Youth, Sports, Award"
The Artist Welfare Fund Of Assam,https://www.myscheme.gov.in/schemes/tawfa,"The scheme ""The Artist Welfare Fund of Assam"" is a scheme of financial asssistance by the Assam State Film (Finance and Development) Corporation, Department of Cultural Affairs, Govt. of Assam. The scheme extednds to the whole of Assam.","Financial Asisstance, Medical Aid, Culture, Accident, Education, Artist"
The Goa State Photo Contest And Exhibition Scheme,https://www.myscheme.gov.in/schemes/tgspces,"The scheme aims to encourage local youths in photography and photojournalism, providing cash prizes and exhibition opportunities. The scheme offers cash prizes of ₹20,000/-, ₹16,000/-, and ₹12,000/- in each category. Entries from applicants born and residing in Goa are preferred.","Exhibition, Photography, Photojournalism, Contest"
Theatre Workshop,https://www.myscheme.gov.in/schemes/tw,The objective of the scheme is to provide scientific knowledge of theatre to upcoming theatre artistes through an expert theatre personality. The workshops are organised on the written request of institutions working in the field of theatre and educational institutions for their students.,"Workshop, Theatre, Artist, Culture, Institution"
"The Tripura Tribal Folk Arts & Cultural (Financial Assistance) Rules, 2022",https://www.myscheme.gov.in/schemes/ttfacfar-2022,"The Tripura Tribal Folk Arts & Cultural (Financial Assistance) Scheme, 2022, is a government initiative to provide financial assistance to the government and non-government organizations to promote & preserve the traditional culture programme, exhibition in different tribal communities, & folk songs","Financial Assistance, NGO, Folk Arts, Culture"
Tholkappiar Award,https://www.myscheme.gov.in/schemes/ta,"The scheme ""Tholkappiar Award"" was launched by the Arts and Culture Department, Puducherry. The scheme aims to provide financial assistance to writers and authors for outstanding research publications in Tamil literature.","Financial Assistance, Award, Author, Writer"
Tiatr Competition for Educational Institutions at Higher Secondary/College/University Level,https://www.myscheme.gov.in/schemes/tceihscul,The scheme aims to encourage and develop Tiatr activities among students of educational institutions. It provides financial support and awards to participating institutions for staging traditional Tiatr performances in competition format.,"Culture, Artist, Student, Competition, Theatre"
Tiatr Script Writing Workshop,https://www.myscheme.gov.in/schemes/tsww,"The scheme's objective is to enrich and promote the writing skills of Tiatr playwrights and to have a healthy and constructive discussion on various aspects of Tiatr script writing amongst the Tiatr writers, participating institutions and artistes. Lunch & refreshments are provided to participants.","Writing, Workshop, Art, Culture, Skill"
Tiatr Research Scholarship Program,https://www.myscheme.gov.in/schemes/trsp,"The scheme aims to encourage college and university students to undertake research in Tiatr, its song, and music. It provides scholarships and publication opportunities for research work, targeting students pursuing Graduation, Post-Graduation, and PhD studies.","Student, Research, Scholarship, Culture, Education"
Tiatr Script Writing Competition,https://www.myscheme.gov.in/schemes/tswc,The scheme aims to encourage new generation playwrights to create quality Tiatr scripts and enrich Konkani language. It provides cash prizes and publication opportunities for original traditional format scripts.,"Culture, Artist, Writer, Script, Competition"
Training Classes In Veda/Devaram,https://www.myscheme.gov.in/schemes/tcvd,"The scheme aims to conduct training classes in Veda, Devaram, and Nalayira Divya Prabantham for divine worship/Poojas. It benefits eligible candidates by providing religious training in Saivaite and Vainavaite temples, and provides an honorarium of ₹1,000/- per month to the instructing pandits.","Training, Temple, Worship, Tradition, Culture"
Sports Scholarship Jharkhand,https://www.myscheme.gov.in/schemes/ssj,"The ""Sports Scholarship"" scheme implemented by the Department of Welfare, Government of Jharkhand aims to boost sports participation among Scheduled Tribe students. It provides scholarships, incentives, and essential sports materials for eligible participants.","Scholarship, Sports Materials, Scheduled Tribe, Below Poverty Line"
State Art Exhibition Competition,https://www.myscheme.gov.in/schemes/saec,"The scheme ""State Art Exhibition Competition"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote fine arts and recognize artistic talents by providing awards and scholarships to artists, art students, and school children across Gujarat.","State Art Exhibition, Fine Arts Competition, Awards, Cash Prize, Artist Scholarship"
State Level Awards for Divyang Persons,https://www.myscheme.gov.in/schemes/slafpwd,"Under this scheme, a cash prize of ₹8,000/-, along with a medal and a certificate of appreciation, is awarded to outstanding individuals in categories such as disabled employees, outstanding sportspersons, and best self-employed service providers.","Differently Abled Person, Award, Sportspersons, Self-employed, Divyang Persons, PwD"
State Level Sports Awards - Uttarakhand,https://www.myscheme.gov.in/schemes/slsauk,"The scheme aims to recognize players and coaches from Uttarakhand who have achieved remarkable success at the national and international levels in sports by awarding them the Khel Ratna, Himalaya Ratna, and Dronacharya Awards.","Sports, Award, Player, Coach, Khel Ratna, Himalaya Ratna, Dronacharya Award"
